i1,i2
17744,5880
17746,5874
17747,5883
17749,5869
17750,5878
17752,5872
17753,5881
17755,5875
17756,5884
17758,5870
17759,5879
17761,5873
17762,5882
17764,5876
17765,5885
17767,6111
17768,6120
17769,6105
17770,6114
17772,6108
17774,6126
17775,6103
17777,6121
17779,6115
17780,6124
17781,6109
17782,6118
17784,6104
17785,6113
17787,6107
17789,6125
17791,6119
17792,6128
17794,6354
17795,6363
17796,6348
17798,6366
17799,6351
17800,6360
17802,6346
17803,6355
17806,6358
17807,6367
17808,6352
17810,6370
17811,6347
17813,6365
17814,6350
17815,6359
17818,6362
17819,6371
17850,6186
17851,6195
17852,6204
17853,6189
17854,6198
17855,6207
17856,6184
17857,6193
17858,6202
17862,6190
17863,6199
17864,6208
17865,6185
17866,6194
17867,6203
17868,6188
17869,6197
17870,6206
17877,6429
17878,6438
17879,6447
17880,6432
17881,6441
17882,6450
17883,6427
17884,6436
17885,6445
17889,6433
17890,6442
17891,6451
17892,6428
17893,6437
17894,6446
17895,6431
17896,6440
17897,6449
17902,6030
17903,6039
17905,6033
17906,6042
17908,6036
17909,6045
17911,6031
17912,6040
17914,6034
17915,6043
17917,6037
17918,6046
17920,6032
17921,6041
17923,6035
17924,6044
17926,6038
17927,6047
17929,6273
17930,6282
17931,6267
17933,6285
17934,6270
17935,6279
17937,6265
17938,6274
17941,6277
17942,6286
17943,6271
17945,6289
17946,6266
17948,6284
17949,6269
17950,6278
17953,6281
17954,6290
17956,6516
17957,6525
17958,6510
17959,6519
17961,6513
17963,6531
17964,6508
17966,6526
17968,6520
17969,6529
17970,6514
17971,6523
17973,6509
17974,6518
17976,6512
17978,6530
17980,6524
17981,6533
17983,5895
17984,5904
17986,5898
17987,5907
17989,5901
17990,5910
17992,5896
17993,5905
17995,5899
17996,5908
17998,5902
17999,5911
18001,5897
18002,5906
18004,5900
18005,5909
18007,5903
18008,5912
18010,6138
18011,6147
18012,6132
18014,6150
18015,6135
18016,6144
18018,6130
18019,6139
18022,6142
18023,6151
18024,6136
18026,6154
18027,6131
18029,6149
18030,6134
18031,6143
18034,6146
18035,6155
18037,6381
18038,6390
18039,6375
18040,6384
18042,6378
18044,6396
18045,6373
18047,6391
18049,6385
18050,6394
18051,6379
18052,6388
18054,6374
18055,6383
18057,6377
18059,6395
18061,6389
18062,6398
18064,5976
18065,5985
18067,5979
18068,5988
18070,5982
18071,5991
18073,5977
18074,5986
18076,5980
18077,5989
18079,5983
18080,5992
18082,5978
18083,5987
18085,5981
18086,5990
18088,5984
18089,5993
18091,6219
18092,6228
18093,6213
18094,6222
18096,6216
18098,6234
18099,6211
18101,6229
18103,6223
18104,6232
18105,6217
18106,6226
18108,6212
18109,6221
18111,6215
18113,6233
18115,6227
18116,6236
18118,6462
18119,6471
18120,6456
18122,6474
18123,6459
18124,6468
18126,6454
18127,6463
18130,6466
18131,6475
18132,6460
18134,6478
18135,6455
18137,6473
18138,6458
18139,6467
18142,6470
18143,6479
18174,6294
18175,6303
18176,6312
18177,6297
18178,6306
18179,6315
18180,6292
18181,6301
18182,6310
18186,6298
18187,6307
18188,6316
18189,6293
18190,6302
18191,6311
18192,6296
18193,6305
18194,6314
18201,6537
18202,6546
18203,6555
18204,6540
18205,6549
18206,6558
18207,6535
18208,6544
18209,6553
18213,6541
18214,6550
18215,6559
18216,6536
18217,6545
18218,6554
18219,6539
18220,6548
18221,6557
18255,12639
18256,12648
18257,12657
18258,12642
18259,12651
18260,12660
18261,12637
18262,12646
18263,12655
18267,12643
18268,12652
18269,12661
18270,12638
18271,12647
18272,12656
18273,12641
18274,12650
18275,12659
18282,12882
18283,12891
18284,12900
18285,12885
18286,12894
18287,12903
18288,12880
18289,12889
18290,12898
18294,12886
18295,12895
18296,12904
18297,12881
18298,12890
18299,12899
18300,12884
18301,12893
18302,12902
18307,12483
18308,12492
18310,12486
18311,12495
18313,12489
18314,12498
18315,12475
18316,12484
18318,12478
18319,12487
18321,12481
18322,12490
18324,12476
18326,12494
18327,12479
18329,12497
18330,12482
18332,12500
18334,12726
18335,12735
18336,12720
18338,12738
18339,12723
18340,12732
18342,12718
18344,12736
18345,12721
18346,12730
18349,12733
18350,12742
18351,12719
18352,12728
18355,12731
18356,12740
18357,12725
18359,12743
18361,12969
18362,12978
18363,12963
18364,12972
18366,12966
18368,12984
18370,12970
18371,12979
18372,12964
18373,12973
18375,12967
18377,12985
18379,12971
18380,12980
18381,12965
18382,12974
18384,12968
18386,12986
18388,12564
18389,12573
18391,12567
18392,12576
18394,12570
18395,12579
18396,12556
18397,12565
18399,12559
18400,12568
18402,12562
18403,12571
18405,12557
18407,12575
18408,12560
18410,12578
18411,12563
18413,12581
18415,12807
18416,12816
18417,12801
18418,12810
18420,12804
18422,12822
18424,12808
18425,12817
18426,12802
18427,12811
18429,12805
18431,12823
18433,12809
18434,12818
18435,12803
18436,12812
18438,12806
18440,12824
18442,13050
18443,13059
18444,13044
18446,13062
18447,13047
18448,13056
18450,13042
18452,13060
18453,13045
18454,13054
18457,13057
18458,13066
18459,13043
18460,13052
18463,13055
18464,13064
18465,13049
18467,13067
18469,12429
18470,12438
18471,12423
18472,12432
18474,12426
18476,12444
18478,12430
18479,12439
18480,12424
18481,12433
18483,12427
18485,12445
18487,12431
18488,12440
18489,12425
18490,12434
18492,12428
18494,12446
18496,12672
18497,12681
18498,12666
18500,12684
18501,12669
18502,12678
18504,12664
18506,12682
18507,12667
18508,12676
18511,12679
18512,12688
18513,12665
18514,12674
18517,12677
18518,12686
18519,12671
18521,12689
18523,12915
18524,12924
18526,12918
18527,12927
18529,12921
18530,12930
18531,12907
18532,12916
18534,12910
18535,12919
18537,12913
18538,12922
18540,12908
18542,12926
18543,12911
18545,12929
18546,12914
18548,12932
18552,12504
18553,12513
18554,12522
18555,12507
18556,12516
18557,12525
18558,12502
18559,12511
18560,12520
18564,12508
18565,12517
18566,12526
18567,12503
18568,12512
18569,12521
18570,12506
18571,12515
18572,12524
18579,12747
18580,12756
18581,12765
18582,12750
18583,12759
18584,12768
18585,12745
18586,12754
18587,12763
18591,12751
18592,12760
18593,12769
18594,12746
18595,12755
18596,12764
18597,12749
18598,12758
18599,12767
18631,12591
18632,12600
18633,12585
18635,12603
18636,12588
18637,12597
18639,12583
18641,12601
18642,12586
18643,12595
18646,12598
18647,12607
18648,12584
18649,12593
18652,12596
18653,12605
18654,12590
18656,12608
18658,12834
18659,12843
18660,12828
18661,12837
18663,12831
18665,12849
18667,12835
18668,12844
18669,12829
18670,12838
18672,12832
18674,12850
18676,12836
18677,12845
18678,12830
18679,12839
18681,12833
18683,12851
18685,13077
18686,13086
18688,13080
18689,13089
18691,13083
18692,13092
18693,13069
18694,13078
18696,13072
18697,13081
18699,13075
18700,13084
18702,13070
18704,13088
18705,13073
18707,13091
18708,13076
18710,13094
18712,12456
18713,12465
18714,12450
18715,12459
18717,12453
18719,12471
18721,12457
18722,12466
18723,12451
18724,12460
18726,12454
18728,12472
18730,12458
18731,12467
18732,12452
18733,12461
18735,12455
18737,12473
18739,12699
18740,12708
18742,12702
18743,12711
18745,12705
18746,12714
18747,12691
18748,12700
18750,12694
18751,12703
18753,12697
18754,12706
18756,12692
18758,12710
18759,12695
18761,12713
18762,12698
18764,12716
18766,12942
18767,12951
18768,12936
18770,12954
18771,12939
18772,12948
18774,12934
18776,12952
18777,12937
18778,12946
18781,12949
18782,12958
18783,12935
18784,12944
18787,12947
18788,12956
18789,12941
18791,12959
18793,12537
18794,12546
18795,12531
18797,12549
18798,12534
18799,12543
18801,12529
18803,12547
18804,12532
18805,12541
18808,12544
18809,12553
18810,12530
18811,12539
18814,12542
18815,12551
18816,12536
18818,12554
18820,12780
18821,12789
18823,12783
18824,12792
18826,12786
18827,12795
18828,12772
18829,12781
18831,12775
18832,12784
18834,12778
18835,12787
18837,12773
18839,12791
18840,12776
18842,12794
18843,12779
18845,12797
18847,13023
18848,13032
18849,13017
18850,13026
18852,13020
18854,13038
18856,13024
18857,13033
18858,13018
18859,13027
18861,13021
18863,13039
18865,13025
18866,13034
18867,13019
18868,13028
18870,13022
18872,13040
18876,12612
18877,12621
18878,12630
18879,12615
18880,12624
18881,12633
18882,12610
18883,12619
18884,12628
18888,12616
18889,12625
18890,12634
18891,12611
18892,12620
18893,12629
18894,12614
18895,12623
18896,12632
18930,13098
18931,13107
18932,13116
18933,13101
18934,13110
18935,13119
18936,13096
18937,13105
18938,13114
18942,13102
18943,13111
18944,13120
18945,13097
18946,13106
18947,13115
18948,13100
18949,13109
18950,13118
19044,19036
19047,19039
19050,19042
19053,19037
19054,19046
19056,19040
19057,19049
19059,19043
19060,19052
19125,19117
19128,19120
19131,19123
19134,19118
19135,19127
19137,19121
19138,19130
19140,19124
19141,19133
19198,18990
19199,18999
19200,18984
19202,19002
19203,18987
19204,18996
19207,18991
19208,19000
19209,18985
19211,19003
19212,18988
19213,18997
19216,18992
19217,19001
19218,18986
19220,19004
19221,18989
19222,18998
19233,19225
19236,19228
19239,19231
19242,19226
19243,19235
19245,19229
19246,19238
19248,19232
19249,19241
19281,19065
19282,19074
19283,19083
19284,19068
19285,19077
19286,19086
19287,19063
19288,19072
19289,19081
19293,19069
19294,19078
19295,19087
19296,19064
19297,19073
19298,19082
19299,19067
19300,19076
19301,19085
19360,19152
19361,19161
19362,19146
19363,19155
19365,19149
19367,19167
19368,19144
19369,19153
19371,19147
19373,19165
19375,19159
19376,19168
19377,19145
19379,19163
19381,19157
19382,19166
19383,19151
19384,19160
19395,19387
19398,19390
19401,19393
19404,19388
19405,19397
19407,19391
19408,19400
19410,19394
19411,19403
19441,19017
19442,19026
19443,19011
19445,19029
19446,19014
19447,19023
19450,19018
19451,19027
19452,19012
19454,19030
19455,19015
19456,19024
19459,19019
19460,19028
19461,19013
19463,19031
19464,19016
19465,19025
19468,19260
19469,19269
19470,19254
19471,19263
19473,19257
19475,19275
19476,19252
19477,19261
19479,19255
19481,19273
19483,19267
19484,19276
19485,19253
19487,19271
19489,19265
19490,19274
19491,19259
19492,19268
19503,19495
19506,19498
19509,19501
19512,19496
19513,19505
19515,19499
19516,19508
19518,19502
19519,19511
19522,19098
19523,19107
19524,19092
19525,19101
19527,19095
19529,19113
19530,19090
19531,19099
19533,19093
19535,19111
19537,19105
19538,19114
19539,19091
19541,19109
19543,19103
19544,19112
19545,19097
19546,19106
19549,19341
19550,19350
19551,19335
19553,19353
19554,19338
19555,19347
19558,19342
19559,19351
19560,19336
19562,19354
19563,19339
19564,19348
19567,19343
19568,19352
19569,19337
19571,19355
19572,19340
19573,19349
19584,19576
19587,19579
19590,19582
19593,19577
19594,19586
19596,19580
19597,19589
19599,19583
